customer_id,segment,interval,score,duration,promo,robocats
cst_6203653005,Segment 0,До внедрения роботов,0,1.8,0,0
cst_3839138865,Segment 0,До внедрения роботов,5,0.13,1,0
cst_4673688772,Segment 0,До внедрения роботов,0,0.08,0,0
cst_3979634665,Segment 0,До внедрения роботов,6,0.51,0,0
cst_5060115608,Segment 0,До внедрения роботов,4,0.29,0,0
cst_8985188061,Segment 0,До внедрения роботов,0,0.76,0,0
cst_8101330244,Segment 0,До внедрения роботов,6,0.3,0,0
cst_3791142294,Segment 0,До внедрения роботов,3,0.08,0,0
cst_0412723289,Segment 0,До внедрения роботов,0,0.21,0,0
cst_1449785273,Segment 0,До внедрения роботов,7,0.64,0,0
cst_8543861955,Segment 0,До внедрения роботов,2,0.15,0,0
cst_3197319284,Segment 0,До внедрения роботов,0,0.48,0,0
cst_1022657224,Segment 0,До внедрения роботов,1,0.51,0,0
cst_9689351560,Segment 0,До внедрения роботов,1,0.26,0,0
cst_6879832030,Segment 0,До внедрения роботов,2,0.02,0,0
cst_3009568674,Segment 0,До внедрения роботов,5,0.01,0,0
cst_3792802271,Segment 0,До внедрения роботов,6,1.19,0,0
cst_2019858770,Segment 0,До внедрения роботов,4,0.75,0,0
cst_8524405648,Segment 0,До внедрения роботов,1,0.54,0,0
cst_4602686849,Segment 0,До внедрения роботов,1,0.28,0,0
cst_4374006153,Segment 0,До внедрения роботов,2,0.07,0,0
cst_1787439001,Segment 0,До внедрения роботов,2,0.47,0,0
cst_5626018465,Segment 0,До внедрения роботов,1,0.39,0,0
cst_1291391080,Segment 0,До внедрения роботов,1,1.8,0,0
cst_7054480257,Segment 0,До внедрения роботов,0,0.14,0,0
cst_3847871373,Segment 0,До внедрения роботов,1,0.03,0,0
cst_0801739521,Segment 0,До внедрения роботов,0,0.22,0,0
cst_3639264953,Segment 0,До внедрения роботов,0,1.33,0,0
cst_4905667880,Segment 0,До внедрения роботов,4,0.3,0,0
cst_5539734476,Segment 0,До внедрения роботов,0,0.28,0,0
cst_0335846676,Segment 0,До внедрения роботов,4,0.07,0,0
cst_9959714415,Segment 0,До внедрения роботов,4,0.13,0,0
cst_2950812899,Segment 0,До внедрения роботов,0,0.16,0,0
cst_2765065082,Segment 0,До внедрения роботов,0,0.13,0,0
cst_1944541858,Segment 0,До внедрения роботов,0,0.1,0,0
cst_7350204622,Segment 0,До внедрения роботов,0,0.12,0,0
cst_1304024642,Segment 0,До внедрения роботов,3,0.58,0,0
cst_3584082144,Segment 0,До внедрения роботов,0,0.38,0,0
cst_6530685664,Segment 0,До внедрения роботов,2,0.0,0,0
cst_1148377059,Segment 0,До внедрения роботов,0,0.0,0,0
cst_4038275492,Segment 0,До внедрения роботов,0,0.32,0,0
cst_7745161226,Segment 0,До внедрения роботов,4,0.87,0,0
cst_9639670282,Segment 0,До внедрения роботов,5,1.12,0,0
cst_3357061224,Segment 0,До внедрения роботов,4,0.27,0,0
cst_4727705947,Segment 0,До внедрения роботов,1,0.41,0,0
cst_8224248133,Segment 0,До внедрения роботов,5,1.19,0,0
cst_5316395903,Segment 0,До внедрения роботов,4,0.37,0,0
cst_6444287935,Segment 0,До внедрения роботов,0,0.09,0,0
cst_0192989172,Segment 0,До внедрения роботов,2,0.75,0,0
cst_6350215150,Segment 0,До внедрения роботов,0,0.02,0,0
cst_0074508398,Segment 0,До внедрения роботов,7,0.14,0,0
cst_1885342583,Segment 0,До внедрения роботов,0,1.49,0,0
cst_1022498632,Segment 0,До внедрения роботов,6,0.28,0,0
cst_9159809441,Segment 0,До внедрения роботов,0,0.68,0,0
cst_0119815041,Segment 0,До внедрения роботов,4,0.14,1,0
cst_6165816908,Segment 0,До внедрения роботов,7,0.7,0,0
cst_1053036310,Segment 0,До внедрения роботов,5,0.23,0,0
cst_9512044471,Segment 0,До внедрения роботов,4,0.04,0,0
cst_7853096640,Segment 0,До внедрения роботов,2,0.04,0,0
cst_1916712924,Segment 0,До внедрения роботов,6,0.04,0,0
cst_4304691982,Segment 0,До внедрения роботов,7,0.05,0,0
cst_6316347174,Segment 0,До внедрения роботов,0,0.34,0,0
cst_9418467490,Segment 0,До внедрения роботов,0,0.85,0,0
cst_8608241255,Segment 0,До внедрения роботов,4,1.13,0,0
cst_4561468421,Segment 0,До внедрения роботов,2,0.77,0,0
cst_7700205957,Segment 0,До внедрения роботов,0,0.14,0,0
cst_5740567598,Segment 0,До внедрения роботов,0,0.03,0,0
cst_6340562162,Segment 0,До внедрения роботов,1,1.03,0,0
cst_5577010976,Segment 0,До внедрения роботов,7,0.05,0,0
cst_7766644453,Segment 0,До внедрения роботов,4,0.12,0,0
cst_9228467637,Segment 0,До внедрения роботов,6,0.09,0,0
cst_9056528113,Segment 0,До внедрения роботов,4,0.03,0,0
cst_6206638748,Segment 0,До внедрения роботов,2,0.3,0,0
cst_6301941741,Segment 0,До внедрения роботов,0,0.39,0,0
cst_5292926873,Segment 0,До внедрения роботов,2,1.19,0,0
cst_3005397861,Segment 0,До внедрения роботов,0,0.5,0,0
cst_2527158682,Segment 0,До внедрения роботов,0,0.33,0,0
cst_2462314403,Segment 0,До внедрения роботов,3,0.76,0,0
cst_4272932810,Segment 0,До внедрения роботов,5,0.06,0,0
cst_5245841753,Segment 0,До внедрения роботов,8,1.09,1,0
cst_9699244150,Segment 0,До внедрения роботов,3,0.04,0,0
cst_3834193278,Segment 0,До внедрения роботов,2,1.01,0,0
cst_9066274548,Segment 0,До внедрения роботов,0,0.15,0,0
cst_2626332521,Segment 0,До внедрения роботов,0,1.38,0,0
cst_9894977515,Segment 0,До внедрения роботов,3,0.13,0,0
cst_0205278736,Segment 0,До внедрения роботов,5,0.68,0,0
cst_3984805326,Segment 0,До внедрения роботов,2,0.99,0,0
cst_3664916691,Segment 0,До внедрения роботов,1,0.37,0,0
cst_0398041257,Segment 0,До внедрения роботов,0,0.67,0,0
cst_5466677790,Segment 0,До внедрения роботов,3,0.37,0,0
cst_2368643688,Segment 0,До внедрения роботов,5,0.07,0,0
cst_4955922596,Segment 0,До внедрения роботов,3,0.1,0,0
cst_9795797591,Segment 0,До внедрения роботов,2,0.43,0,0
cst_7963693139,Segment 0,До внедрения роботов,5,0.43,0,0
cst_9004965391,Segment 0,До внедрения роботов,0,0.33,0,0
cst_1953750499,Segment 0,До внедрения роботов,0,0.23,0,0
cst_7535566775,Segment 0,До внедрения роботов,0,0.05,0,0
cst_0805747937,Segment 0,До внедрения роботов,0,0.11,0,0
cst_3813901815,Segment 0,До внедрения роботов,8,1.43,1,0
cst_7121045879,Segment 0,До внедрения роботов,4,0.62,0,0
cst_9911052554,Segment 0,До внедрения роботов,2,1.08,0,0
cst_4239346576,Segment 0,До внедрения роботов,0,0.48,0,0
cst_5088778897,Segment 0,До внедрения роботов,5,0.85,0,0
cst_5493231783,Segment 0,До внедрения роботов,1,0.33,0,0
cst_2387743642,Segment 0,До внедрения роботов,0,0.48,0,0
cst_2105597965,Segment 0,До внедрения роботов,0,0.17,0,0
cst_7742120451,Segment 0,До внедрения роботов,4,0.34,0,0
cst_1505766719,Segment 0,До внедрения роботов,5,0.74,0,0
cst_6933100626,Segment 0,До внедрения роботов,5,0.18,0,0
cst_5820998652,Segment 0,До внедрения роботов,5,0.97,0,0
cst_5951699830,Segment 0,До внедрения роботов,7,0.38,0,0
cst_6427749414,Segment 0,До внедрения роботов,0,0.93,0,0
cst_6418810232,Segment 0,До внедрения роботов,7,0.36,0,0
cst_6211997641,Segment 0,До внедрения роботов,0,0.23,0,0
cst_2556748439,Segment 0,До внедрения роботов,6,0.52,0,0
cst_0628076589,Segment 0,До внедрения роботов,3,0.19,0,0
cst_9663739265,Segment 0,До внедрения роботов,0,0.59,0,0
cst_8619798776,Segment 0,До внедрения роботов,0,0.12,0,0
cst_9743046830,Segment 0,До внедрения роботов,3,0.37,0,0
cst_6843872124,Segment 0,До внедрения роботов,6,0.55,0,0
cst_9766055985,Segment 0,До внедрения роботов,3,0.02,0,0
cst_6079146995,Segment 0,До внедрения роботов,0,0.18,0,0
cst_5228784344,Segment 0,До внедрения роботов,4,0.48,0,0
cst_8068684640,Segment 0,До внедрения роботов,1,0.93,0,0
cst_3252904123,Segment 0,До внедрения роботов,1,0.17,0,0
cst_3869390289,Segment 0,До внедрения роботов,2,0.62,0,0
cst_6458106460,Segment 0,До внедрения роботов,2,0.95,0,0
cst_6495338504,Segment 0,До внедрения роботов,0,0.57,0,0
cst_9952728245,Segment 0,До внедрения роботов,3,0.31,0,0
cst_4577719049,Segment 0,До внедрения роботов,0,0.02,0,0
cst_0081402155,Segment 0,До внедрения роботов,6,0.33,0,0
cst_9391481183,Segment 0,До внедрения роботов,4,0.32,0,0
cst_3590029820,Segment 0,До внедрения роботов,0,0.46,0,0
cst_6497373249,Segment 0,До внедрения роботов,5,0.19,0,0
cst_9525602080,Segment 0,До внедрения роботов,6,0.89,0,0
cst_5293700425,Segment 0,До внедрения роботов,1,0.54,0,0
cst_4088608329,Segment 0,До внедрения роботов,6,2.16,0,0
cst_6708526820,Segment 0,До внедрения роботов,4,0.93,0,0
cst_9363369703,Segment 0,До внедрения роботов,1,0.23,0,0
cst_9814021336,Segment 0,До внедрения роботов,2,0.25,0,0
cst_8595330770,Segment 0,До внедрения роботов,1,0.13,0,0
cst_3337161323,Segment 0,До внедрения роботов,2,1.66,0,0
cst_8293555330,Segment 0,До внедрения роботов,0,0.95,0,0
cst_1572287578,Segment 0,До внедрения роботов,1,0.05,0,0
cst_8778137759,Segment 0,До внедрения роботов,6,0.71,0,0
cst_8445020447,Segment 0,До внедрения роботов,2,0.52,0,0
cst_7805012586,Segment 0,До внедрения роботов,5,0.13,0,0
cst_5437705791,Segment 0,До внедрения роботов,2,0.0,0,0
cst_5635300171,Segment 0,До внедрения роботов,3,0.21,0,0
cst_2341878242,Segment 0,До внедрения роботов,0,0.28,0,0
cst_0483777844,Segment 0,До внедрения роботов,1,0.23,0,0
cst_4745800956,Segment 0,До внедрения роботов,4,0.11,0,0
cst_0804386046,Segment 0,До внедрения роботов,2,1.27,0,0
cst_7897212794,Segment 0,До внедрения роботов,3,1.38,0,0
cst_2391721857,Segment 0,До внедрения роботов,1,0.15,0,0
cst_6139903433,Segment 0,До внедрения роботов,0,1.1,0,0
cst_2901306902,Segment 0,До внедрения роботов,0,0.09,0,0
cst_5333266958,Segment 0,До внедрения роботов,2,0.01,0,0
cst_7657605767,Segment 0,До внедрения роботов,2,0.29,0,0
cst_9125694212,Segment 0,До внедрения роботов,2,0.75,0,0
cst_0368884889,Segment 0,До внедрения роботов,1,0.09,0,0
cst_0545693177,Segment 0,До внедрения роботов,0,0.5,0,0
cst_7008277829,Segment 0,До внедрения роботов,6,0.53,0,0
cst_0748567068,Segment 0,До внедрения роботов,4,0.12,0,0
cst_8370229035,Segment 0,До внедрения роботов,4,0.01,0,0
cst_3129296285,Segment 0,До внедрения роботов,2,0.26,0,0
cst_1584992829,Segment 0,До внедрения роботов,0,1.0,0,0
cst_2875326544,Segment 0,До внедрения роботов,7,2.0,0,0
cst_1735819474,Segment 0,До внедрения роботов,2,1.17,0,0
cst_0258327833,Segment 0,До внедрения роботов,7,0.01,0,0
cst_6268964139,Segment 0,До внедрения роботов,8,0.19,1,0
cst_4845372458,Segment 0,До внедрения роботов,6,0.34,0,0
cst_0005618743,Segment 0,До внедрения роботов,0,0.01,0,0
cst_9383653361,Segment 0,До внедрения роботов,8,1.83,1,0
cst_7812280298,Segment 0,До внедрения роботов,2,0.05,0,0
cst_0601484690,Segment 0,До внедрения роботов,0,0.04,0,0
cst_7922343412,Segment 0,До внедрения роботов,4,0.27,0,0
cst_9463805220,Segment 0,До внедрения роботов,1,0.75,0,0
cst_8356430872,Segment 0,До внедрения роботов,4,1.18,0,0
cst_4949406706,Segment 0,До внедрения роботов,0,0.18,0,0
cst_7108539667,Segment 0,До внедрения роботов,1,0.43,0,0
cst_1647562216,Segment 0,До внедрения роботов,0,0.48,0,0
cst_3499362615,Segment 0,До внедрения роботов,4,0.65,0,0
cst_4153053958,Segment 0,До внедрения роботов,4,0.16,0,0
cst_1582648895,Segment 0,До внедрения роботов,5,1.48,0,0
cst_0276500422,Segment 0,До внедрения роботов,0,0.15,0,0
cst_8758638292,Segment 0,До внедрения роботов,4,1.0,0,0
cst_9579766665,Segment 0,До внедрения роботов,10,0.5,1,0
cst_5928646426,Segment 0,До внедрения роботов,0,0.0,0,0
cst_1897653665,Segment 0,До внедрения роботов,3,1.03,0,0
cst_3037281303,Segment 0,До внедрения роботов,4,0.94,0,0
cst_3202268418,Segment 0,До внедрения роботов,3,0.15,0,0
cst_7604434387,Segment 0,До внедрения роботов,0,0.03,0,0
cst_3363597845,Segment 0,До внедрения роботов,0,0.18,0,0
cst_3654811440,Segment 0,До внедрения роботов,4,0.89,0,0
cst_6470088538,Segment 0,До внедрения роботов,3,0.51,0,0
cst_5925671478,Segment 0,До внедрения роботов,8,0.47,1,0
cst_0699592105,Segment 0,До внедрения роботов,1,1.25,0,0
cst_2311158708,Segment 0,До внедрения роботов,5,0.16,0,0
cst_1966260470,Segment 0,До внедрения роботов,0,0.52,0,0
cst_8324368290,Segment 0,До внедрения роботов,0,0.18,0,0
cst_0179732592,Segment 0,До внедрения роботов,3,0.7,0,0
cst_2646654809,Segment 0,До внедрения роботов,5,0.4,0,0
cst_6146766215,Segment 0,До внедрения роботов,1,0.25,0,0
cst_4711250994,Segment 0,До внедрения роботов,6,0.32,0,0
cst_3716783290,Segment 0,До внедрения роботов,4,0.07,0,0
cst_5430398809,Segment 0,До внедрения роботов,5,0.69,0,0
cst_2531357042,Segment 0,До внедрения роботов,4,0.46,0,0
cst_8385287596,Segment 0,До внедрения роботов,4,1.46,0,0
cst_1004072180,Segment 0,До внедрения роботов,3,0.09,0,0
cst_1078691358,Segment 0,До внедрения роботов,0,0.18,0,0
cst_3785774700,Segment 0,До внедрения роботов,0,0.02,0,0
cst_8611742534,Segment 0,До внедрения роботов,5,0.04,0,0
cst_2821496645,Segment 0,До внедрения роботов,6,0.12,0,0
cst_4577404832,Segment 0,До внедрения роботов,0,0.78,0,0
cst_2200583612,Segment 0,До внедрения роботов,5,0.43,0,0
cst_5466028395,Segment 0,До внедрения роботов,3,0.27,0,0
cst_2715457114,Segment 0,До внедрения роботов,3,0.72,0,0
cst_5489163463,Segment 0,До внедрения роботов,5,0.02,0,0
cst_5287381977,Segment 0,До внедрения роботов,0,0.28,0,0
cst_7487908146,Segment 0,До внедрения роботов,3,0.39,0,0
cst_9168720534,Segment 0,До внедрения роботов,3,0.38,0,0
cst_3603528788,Segment 0,До внедрения роботов,3,0.68,0,0
cst_7928132666,Segment 0,До внедрения роботов,4,0.28,0,0
cst_8900706636,Segment 0,До внедрения роботов,3,0.62,0,0
cst_1773341361,Segment 0,До внедрения роботов,0,0.68,0,0
cst_6460608659,Segment 0,До внедрения роботов,0,0.24,0,0
cst_7957217161,Segment 0,До внедрения роботов,0,0.23,0,0
cst_9861843736,Segment 0,До внедрения роботов,2,0.87,0,0
cst_9967939843,Segment 0,До внедрения роботов,0,0.08,0,0
cst_9267235623,Segment 0,До внедрения роботов,0,0.07,0,0
cst_7898052265,Segment 0,До внедрения роботов,3,0.68,0,0
cst_5471726534,Segment 0,До внедрения роботов,0,0.01,0,0
cst_0199974139,Segment 0,До внедрения роботов,5,0.17,0,0
cst_9033387060,Segment 0,До внедрения роботов,5,0.12,0,0
cst_4392810115,Segment 0,До внедрения роботов,0,0.05,0,0
cst_7879352487,Segment 0,До внедрения роботов,0,0.15,0,0
cst_2270998207,Segment 0,До внедрения роботов,2,1.68,0,0
cst_8454715369,Segment 0,До внедрения роботов,3,2.4,0,0
cst_8029166499,Segment 0,До внедрения роботов,5,1.38,0,0
cst_2153430528,Segment 0,До внедрения роботов,0,0.09,0,0
cst_8372325405,Segment 0,До внедрения роботов,2,0.22,0,0
cst_0841683371,Segment 0,До внедрения роботов,8,0.7,1,0
cst_2610719470,Segment 0,До внедрения роботов,2,0.14,0,0
cst_6767901740,Segment 0,До внедрения роботов,5,0.13,0,0
cst_5530988636,Segment 0,До внедрения роботов,0,0.38,0,0
cst_4250098648,Segment 0,До внедрения роботов,5,0.97,0,0
cst_6492075030,Segment 0,До внедрения роботов,0,0.45,0,0
cst_5109444736,Segment 0,До внедрения роботов,5,0.21,0,0
cst_8726716946,Segment 0,До внедрения роботов,1,0.47,0,0
cst_6237955357,Segment 0,До внедрения роботов,0,0.57,0,0
cst_9972200721,Segment 0,До внедрения роботов,0,0.16,0,0
cst_9949945126,Segment 0,До внедрения роботов,1,0.09,0,0
cst_3850743137,Segment 0,До внедрения роботов,5,0.78,0,0
cst_7384951719,Segment 0,До внедрения роботов,0,0.19,0,0
cst_2434863619,Segment 0,До внедрения роботов,4,0.57,0,0
cst_2730666997,Segment 0,До внедрения роботов,3,0.16,0,0
cst_4725704449,Segment 0,До внедрения роботов,1,1.01,0,0
cst_8739335415,Segment 0,До внедрения роботов,3,0.1,0,0
cst_8180587240,Segment 0,До внедрения роботов,5,0.03,0,0
cst_3246443544,Segment 0,До внедрения роботов,0,0.02,0,0
cst_7499213863,Segment 0,До внедрения роботов,1,1.08,0,0
cst_9964868680,Segment 0,До внедрения роботов,2,0.11,0,0
cst_5545173838,Segment 0,До внедрения роботов,7,1.79,0,0
cst_1037080981,Segment 0,До внедрения роботов,1,0.96,0,0
cst_8446721539,Segment 0,До внедрения роботов,6,0.04,0,0
cst_0459067371,Segment 0,До внедрения роботов,1,1.1,0,0
cst_1542437629,Segment 0,До внедрения роботов,1,0.57,0,0
cst_2337908673,Segment 0,До внедрения роботов,2,0.06,0,0
cst_7946195321,Segment 0,До внедрения роботов,0,1.31,0,0
cst_4156483879,Segment 0,До внедрения роботов,4,0.08,1,0
cst_8680441205,Segment 0,До внедрения роботов,1,0.14,0,0
cst_6838599510,Segment 0,До внедрения роботов,5,0.12,0,0
cst_4377181083,Segment 0,До внедрения роботов,3,1.74,0,0
cst_8551185991,Segment 0,До внедрения роботов,4,0.59,1,0
cst_8211149556,Segment 0,До внедрения роботов,6,0.54,1,0
cst_1324610053,Segment 0,До внедрения роботов,0,0.13,0,0
cst_9028025102,Segment 0,До внедрения роботов,7,1.62,0,0
cst_0863708051,Segment 0,До внедрения роботов,4,0.9,1,0
cst_9451873723,Segment 0,До внедрения роботов,3,0.53,0,0
cst_7477147666,Segment 0,До внедрения роботов,5,0.78,0,0
cst_2964424570,Segment 0,До внедрения роботов,0,0.4,0,0
cst_4761785997,Segment 0,До внедрения роботов,1,0.0,0,0
cst_1960519615,Segment 0,До внедрения роботов,2,0.46,0,0
cst_4553466220,Segment 0,До внедрения роботов,3,0.05,0,0
cst_4920361037,Segment 0,До внедрения роботов,0,0.11,0,0
cst_0499716837,Segment 0,До внедрения роботов,7,0.96,0,0
cst_4967229958,Segment 0,До внедрения роботов,0,0.06,0,0
cst_4048264662,Segment 0,До внедрения роботов,5,0.03,0,0
cst_6043814588,Segment 0,До внедрения роботов,5,1.23,0,0
cst_0974767223,Segment 0,До внедрения роботов,5,0.09,0,0
cst_4810582853,Segment 0,До внедрения роботов,5,0.32,0,0
cst_5585963650,Segment 0,До внедрения роботов,0,1.14,0,0
cst_2220584618,Segment 0,До внедрения роботов,0,0.35,0,0
cst_2971741375,Segment 0,До внедрения роботов,2,0.18,0,0
cst_1933198913,Segment 0,До внедрения роботов,4,0.77,0,0
cst_1094559329,Segment 0,До внедрения роботов,4,0.05,0,0
cst_2818132564,Segment 0,До внедрения роботов,3,0.16,0,0
cst_9688996283,Segment 0,До внедрения роботов,6,0.13,0,0
cst_0450837410,Segment 0,До внедрения роботов,1,0.18,0,0
cst_9109358148,Segment 0,До внедрения роботов,0,1.32,0,0
cst_6819693016,Segment 0,До внедрения роботов,5,0.14,0,0
cst_5112375342,Segment 0,До внедрения роботов,0,0.55,0,0
cst_9919407088,Segment 0,До внедрения роботов,4,0.42,0,0
cst_2474439756,Segment 0,До внедрения роботов,0,0.18,0,0
cst_4584587870,Segment 0,До внедрения роботов,5,1.11,0,0
cst_5902988105,Segment 0,До внедрения роботов,0,0.92,0,0
cst_3297883990,Segment 0,До внедрения роботов,0,0.93,0,0
cst_6022839672,Segment 0,До внедрения роботов,0,0.3,0,0
cst_7999277983,Segment 0,До внедрения роботов,6,0.07,0,0
cst_1116620627,Segment 0,До внедрения роботов,2,0.2,0,0
cst_8333269364,Segment 0,До внедрения роботов,0,0.06,0,0
cst_9682952673,Segment 0,До внедрения роботов,2,1.49,0,0
cst_4109537750,Segment 0,До внедрения роботов,2,0.45,0,0
cst_8621355550,Segment 0,До внедрения роботов,2,0.06,0,0
cst_5527178676,Segment 0,До внедрения роботов,0,0.48,0,0
cst_1565695558,Segment 0,До внедрения роботов,0,0.1,0,0
cst_4588800230,Segment 0,До внедрения роботов,0,0.49,0,0
cst_6312589560,Segment 0,До внедрения роботов,3,0.12,0,0
cst_4325374663,Segment 0,До внедрения роботов,2,0.33,0,0
cst_8799872263,Segment 0,До внедрения роботов,3,0.16,0,0
cst_9970182984,Segment 0,До внедрения роботов,1,0.02,0,0
cst_7924672551,Segment 0,До внедрения роботов,5,0.62,0,0
cst_2153111846,Segment 0,До внедрения роботов,3,0.13,0,0
cst_9279875774,Segment 0,До внедрения роботов,5,0.68,0,0
cst_8513459359,Segment 0,До внедрения роботов,4,0.3,0,0
cst_6987299169,Segment 0,До внедрения роботов,5,1.77,0,0
cst_7198896908,Segment 0,До внедрения роботов,2,0.23,0,0
cst_6015384131,Segment 0,До внедрения роботов,0,0.36,0,0
cst_9294567855,Segment 0,До внедрения роботов,2,1.0,0,0
cst_9475930345,Segment 0,До внедрения роботов,1,0.32,0,0
cst_5440579674,Segment 0,До внедрения роботов,0,0.22,0,0
cst_5965894451,Segment 0,До внедрения роботов,5,0.29,0,0
cst_0363230742,Segment 0,До внедрения роботов,3,0.76,0,0
cst_8452573675,Segment 0,До внедрения роботов,0,0.37,0,0
cst_8582189388,Segment 0,До внедрения роботов,5,0.83,0,0
cst_1399233657,Segment 0,До внедрения роботов,0,0.72,0,0
cst_4362040822,Segment 0,До внедрения роботов,3,1.03,0,0
cst_5798603109,Segment 0,До внедрения роботов,2,0.56,0,0
cst_9954926860,Segment 0,До внедрения роботов,4,0.05,0,0
cst_2569543957,Segment 0,До внедрения роботов,1,0.21,0,0
cst_1326662938,Segment 0,До внедрения роботов,3,0.68,0,0
cst_7781959405,Segment 0,До внедрения роботов,0,0.57,0,0
cst_1540571248,Segment 0,До внедрения роботов,0,0.73,0,0
cst_0490248045,Segment 0,До внедрения роботов,3,0.04,0,0
cst_8712253497,Segment 0,До внедрения роботов,0,0.29,0,0
cst_4670772507,Segment 0,До внедрения роботов,7,0.45,0,0
cst_4341880142,Segment 0,До внедрения роботов,2,0.45,0,0
cst_1101801651,Segment 0,До внедрения роботов,4,0.28,0,0
cst_8010932981,Segment 0,До внедрения роботов,0,1.13,0,0
cst_8731079750,Segment 0,До внедрения роботов,2,0.02,0,0
cst_6579559732,Segment 0,До внедрения роботов,0,1.63,0,0
cst_3377364580,Segment 0,До внедрения роботов,0,0.15,0,0
cst_9575966797,Segment 0,До внедрения роботов,1,0.33,0,0
cst_2948345462,Segment 0,До внедрения роботов,3,0.92,0,0
cst_2028260934,Segment 0,До внедрения роботов,3,0.05,0,0
cst_7340380337,Segment 0,До внедрения роботов,1,0.32,0,0
cst_7363713113,Segment 0,До внедрения роботов,2,0.23,0,0
cst_7458658924,Segment 0,До внедрения роботов,2,0.38,0,0
cst_2924511439,Segment 0,До внедрения роботов,4,0.25,0,0
cst_0017994871,Segment 0,До внедрения роботов,0,2.56,0,0
cst_7820152445,Segment 0,До внедрения роботов,1,1.38,0,0
cst_0060303408,Segment 0,До внедрения роботов,0,0.18,0,0
cst_3541364367,Segment 0,До внедрения роботов,0,0.95,0,0
cst_8966515934,Segment 0,До внедрения роботов,0,0.38,0,0
cst_0411178959,Segment 0,До внедрения роботов,0,0.26,0,0
cst_7435618831,Segment 0,До внедрения роботов,1,0.17,0,0
cst_5527462963,Segment 0,До внедрения роботов,0,0.3,0,0
cst_9591864706,Segment 0,До внедрения роботов,3,0.77,0,0
cst_8222541895,Segment 0,До внедрения роботов,0,0.73,0,0
cst_7384532260,Segment 0,До внедрения роботов,0,0.02,0,0
cst_7397930294,Segment 0,До внедрения роботов,10,0.64,1,0
cst_4065369360,Segment 0,До внедрения роботов,0,0.19,0,0
cst_6011081989,Segment 0,До внедрения роботов,0,0.05,0,0
cst_2891168868,Segment 0,До внедрения роботов,0,1.56,0,0
cst_5465434503,Segment 0,До внедрения роботов,2,0.31,0,0
cst_1974123098,Segment 0,До внедрения роботов,5,0.15,0,0
cst_2085434926,Segment 0,До внедрения роботов,5,0.08,0,0
cst_1531117131,Segment 0,До внедрения роботов,4,0.06,0,0
cst_2483151007,Segment 0,До внедрения роботов,3,0.13,0,0
cst_3786928711,Segment 0,До внедрения роботов,5,0.37,0,0
cst_3829212488,Segment 0,До внедрения роботов,1,0.01,0,0
cst_8396689745,Segment 0,До внедрения роботов,1,0.51,0,0
cst_5199225567,Segment 0,До внедрения роботов,3,0.25,0,0
cst_8385618443,Segment 0,До внедрения роботов,1,0.18,0,0
cst_6646073468,Segment 0,До внедрения роботов,3,0.43,0,0
cst_9355879624,Segment 0,До внедрения роботов,0,0.18,0,0
cst_2484117926,Segment 0,До внедрения роботов,2,0.11,0,0
cst_1632056986,Segment 0,До внедрения роботов,7,1.1,0,0
cst_0721120421,Segment 0,До внедрения роботов,5,0.32,0,0
cst_2058295155,Segment 0,До внедрения роботов,9,0.09,1,0
cst_1616368757,Segment 0,До внедрения роботов,0,0.17,0,0
cst_4971578722,Segment 0,До внедрения роботов,0,2.57,0,0
cst_7163602989,Segment 0,До внедрения роботов,3,0.26,0,0
cst_4828262114,Segment 0,До внедрения роботов,2,0.09,0,0
cst_7452783174,Segment 0,До внедрения роботов,4,0.23,0,0
cst_3151247811,Segment 0,До внедрения роботов,2,0.47,0,0
cst_5853634416,Segment 0,До внедрения роботов,2,2.11,0,0
cst_1426399335,Segment 0,До внедрения роботов,1,1.87,0,0
cst_0524346212,Segment 0,До внедрения роботов,3,0.12,0,0
cst_6141236788,Segment 0,До внедрения роботов,1,0.2,0,0
cst_3847535647,Segment 0,До внедрения роботов,3,0.22,0,0
cst_1405458166,Segment 0,До внедрения роботов,1,0.29,0,0
cst_7683629822,Segment 0,До внедрения роботов,2,0.14,0,0
cst_8364495676,Segment 0,До внедрения роботов,1,1.13,0,0
cst_5947134067,Segment 0,До внедрения роботов,0,0.2,0,0
cst_2911099418,Segment 0,До внедрения роботов,4,0.7,0,0
cst_9319271653,Segment 0,До внедрения роботов,0,0.26,0,0
cst_7436391794,Segment 0,До внедрения роботов,0,0.31,0,0
cst_1938493321,Segment 0,До внедрения роботов,0,2.77,0,0
cst_9557668547,Segment 0,До внедрения роботов,7,0.01,0,0
cst_6413169601,Segment 0,До внедрения роботов,0,0.58,0,0
cst_9929246982,Segment 0,До внедрения роботов,2,0.98,0,0
cst_9018744400,Segment 0,До внедрения роботов,0,1.77,0,0
cst_7749895293,Segment 0,До внедрения роботов,4,0.54,0,0
cst_5180022298,Segment 0,До внедрения роботов,2,0.5,0,0
cst_0174626271,Segment 0,До внедрения роботов,0,0.26,0,0
cst_6181289153,Segment 0,До внедрения роботов,0,0.61,0,0
cst_0275788580,Segment 0,До внедрения роботов,1,0.21,0,0
cst_4126691933,Segment 0,До внедрения роботов,0,0.43,0,0
cst_1769494934,Segment 0,До внедрения роботов,8,0.04,1,0
cst_8976556118,Segment 0,До внедрения роботов,0,0.95,0,0
cst_4343440610,Segment 0,До внедрения роботов,8,0.52,1,0
